llm,id,dataset,prompt,similarity
gemini,1419176,facebook,SG,0.9802518204814394
gemini,1437344,facebook,SG,0.9600697221453376
gemini,1438875,facebook,SG,0.9545006075253988
gemini,1406252,facebook,SG,0.8111344246518779
gemini,1439715,facebook,SG,0.9846467450568572
gemini,1396496,facebook,SG,0.9575469677927687
gemini,1407345,facebook,SG,0.9787581607745085
gemini,1454474,facebook,SG,0.9743695761655606
gemini,1417426,facebook,SG,0.9764754356222795
gemini,1431494,facebook,SG,0.9725754228011922
gemini,1427133,facebook,SG,0.9426611383647479
gemini,1240037,facebook,SG,0.937336118883265
gemini,1419289,facebook,SG,0.9756828323834665
gemini,1431528,facebook,SG,0.9614056614994082
gemini,1448728,facebook,SG,0.9797223179059138
gemini,1441718,facebook,SG,0.9788320369956637
gemini,1439195,facebook,SG,0.9688470308342435
gemini,1397107,facebook,SG,0.986620621417815
gemini,1417739,facebook,SG,0.9530868687615246
gemini,1421265,facebook,SG,0.9628064537327403
gemini,1439168,facebook,SG,0.9512364017492917
gemini,1459207,facebook,SG,0.9696241630833498
gemini,1416009,facebook,SG,0.9803379914073354
gemini,1445737,facebook,SG,0.9718570730079892
gemini,1412953,facebook,SG,0.9777579137540998
gemini,1452777,facebook,SG,0.975308895846958
gemini,1435659,facebook,SG,0.9753406361860851
gemini,1438809,facebook,SG,0.9706864427826879
gemini,1442475,facebook,SG,0.9427754176613554
gemini,1419774,facebook,SG,0.9916744222452731
gemini,1435269,facebook,SG,0.991316698632655
gemini,1424996,facebook,SG,0.8725252732678989
gemini,1426951,facebook,SG,0.9922741117174144
gemini,1445560,facebook,SG,0.9480949015773023
gemini,1457566,facebook,SG,0.9702361677971891
gemini,1225489,facebook,SG,0.9710604824095156
gemini,1368956,facebook,SG,0.9684105739799278
gemini,1401533,facebook,SG,0.9773343996618407
gemini,1401931,facebook,SG,0.977624466567939
gemini,1412311,facebook,SG,0.9881688756517693
gemini,1442109,facebook,SG,0.9484446042586707
gemini,1449739,facebook,SG,0.9349730321279085
gemini,1424285,facebook,SG,0.9764268601319316
gemini,1297027,facebook,SG,0.9309444635211672
gemini,1420956,facebook,SG,0.9718622640447536
gemini,1425754,facebook,SG,0.9519760374972572
gemini,1434872,facebook,SG,0.9581831547190486
gemini,1456659,facebook,SG,0.9044223251329109
gemini,1447344,facebook,SG,0.9637345474231317
gemini,1432818,facebook,SG,0.9696749106244877
gemini,1428044,facebook,SG,0.9623154782997224
gemini,1429572,facebook,SG,0.9466851323543871
gemini,1400736,facebook,SG,0.9685608070625832
gemini,1455405,facebook,SG,0.9278153404282822
gemini,1457340,facebook,SG,0.9668557939282665
gemini,1390345,facebook,SG,0.9699637771918835
gemini,1405872,facebook,SG,0.9524539024648596
gemini,1449855,facebook,SG,0.9791605660350686
gemini,1409338,facebook,SG,0.9854127824320291
gemini,1449171,facebook,SG,0.9307101920433003
gemini,1453470,facebook,SG,0.9831415195778914
gemini,1439255,facebook,SG,0.9823658007152797
gemini,1446633,facebook,SG,0.9849098472579408
gemini,1398392,facebook,SG,0.948132450829117
gemini,1428649,facebook,SG,0.9844202085290439
gemini,1440662,facebook,SG,0.9555946426338804
gemini,1411316,facebook,SG,0.9828929548152657
gemini,1435657,facebook,SG,0.9710455123719524
gemini,1439563,facebook,SG,0.9858435604050226
gemini,1436247,facebook,SG,0.9593377758452781
gemini,1437062,facebook,SG,0.9852686316268113
gemini,1401473,facebook,SG,0.9734125199974494
gemini,1395015,facebook,SG,0.9742543089538391
gemini,1423949,facebook,SG,0.9606203375041159
gemini,1453493,facebook,SG,0.9244040428261493
gemini,1397930,facebook,SG,0.9902805523320576
gemini,1432165,facebook,SG,0.9397378084272232
gemini,1390954,facebook,SG,0.9907799868386273
gemini,1450879,facebook,SG,0.9646258600495239
gemini,1441962,facebook,SG,0.8731254566966088
gemini,1452315,facebook,SG,0.9850324705173289
gemini,1442857,facebook,SG,0.969806837175836
gemini,1416444,facebook,SG,0.9815575260028659
gemini,1415503,facebook,SG,0.967863387202736
gemini,1450538,facebook,SG,0.9834090039648031
gemini,1453472,facebook,SG,0.8828321911863573
gemini,1454807,facebook,SG,0.9687960702184966
gemini,1458490,facebook,SG,0.9517769841983935
gemini,1432870,facebook,SG,0.9696294573614658
gemini,1446196,facebook,SG,0.9699682734719401
gemini,1442789,facebook,SG,0.9326743247181786
gemini,1444905,facebook,SG,0.988261854107412
gemini,1443601,facebook,SG,0.937670247868904
gemini,1430891,facebook,SG,0.9475308186285485
gemini,1435003,facebook,SG,0.9564426584404543
gemini,1431497,facebook,SG,0.9745952727397039
gemini,1443563,facebook,SG,0.9809861940873066
gemini,1453025,facebook,SG,0.9480972851704863
gemini,1393762,facebook,SG,0.9776549054836852
gemini,1399496,facebook,SG,0.9734295448954055
gemini,1442154,facebook,SG,0.9885717491317836
gemini,1445931,facebook,SG,0.9640909940873938
gemini,1429101,facebook,SG,0.964737808051287
gemini,1426136,facebook,SG,0.9656917059070711
gemini,1438990,facebook,SG,0.9801410396905306
gemini,1457817,facebook,SG,0.9642207390754487
gemini,1431126,facebook,SG,0.9799560355274661
gemini,1426884,facebook,SG,0.9918891031559074
gemini,1418157,facebook,SG,0.9722109810392293
gemini,1428311,facebook,SG,0.9139553843024525
gemini,1418259,facebook,SG,0.9760134780265683
gemini,1434877,facebook,SG,0.9717413720210375
gemini,1418498,facebook,SG,0.9747878311291708
gemini,1450822,facebook,SG,0.9838160935577619
gemini,1400384,facebook,SG,0.9274616249119982
gemini,1419683,facebook,SG,0.9778293110636651
gemini,1431093,facebook,SG,0.9870786400005536
gemini,1438660,facebook,SG,0.9877373515152477
gemini,1439431,facebook,SG,0.9696817026656047
gemini,1450360,facebook,SG,0.9101448119631874
gemini,1446259,facebook,SG,0.9715477771957425
gemini,1454117,facebook,SG,0.9511651912630209
gemini,1444441,facebook,SG,0.9533398786835415
gemini,1434860,facebook,SG,0.9488733315402202
gemini,1435792,facebook,SG,0.9776791164961736
gemini,1421166,facebook,SG,0.9841358458529904
gemini,1454776,facebook,SG,0.9379784496362931
gemini,1418300,facebook,SG,0.9754391954459289
gemini,1443002,facebook,SG,0.9554507640425511
gemini,1431258,facebook,SG,0.980427028475421
gemini,1413933,facebook,SG,0.9824599279323737
gemini,1426486,facebook,SG,0.971907086973815
gemini,1431503,facebook,SG,0.9447605464697761
gemini,1446270,facebook,SG,0.9816911687750656
gemini,1422390,facebook,SG,0.9856558036777274
gemini,1429092,facebook,SG,0.9615325691489929
gemini,1435584,facebook,SG,0.9749642958457805
gemini,1425309,facebook,SG,0.9508731590253089
gemini,1435876,facebook,SG,0.9862676773066921
gemini,1452976,facebook,SG,0.9837663574379598
gemini,1393344,facebook,SG,0.9736200545068892
gemini,1421486,facebook,SG,0.9666245067545735
gemini,1411038,facebook,SG,0.9866170555428742
gemini,1431142,facebook,SG,0.9493270304272733
gemini,1421340,facebook,SG,0.960553791106895
gemini,1445062,facebook,SG,0.9650566480142502
gemini,1448716,facebook,SG,0.9752293355677772
gemini,1413006,facebook,SG,0.9773250157084348
gemini,1450627,facebook,SG,0.9878738528226572
gemini,1458049,facebook,SG,0.966563231130825
gemini,1458230,facebook,SG,0.971338578364348
gemini,1404637,facebook,SG,0.9705834949012369
gemini,1457742,facebook,SG,0.9535393289680051
gemini,1438623,facebook,SG,0.9766088974398973
gemini,1431387,facebook,SG,0.9672350647196823
gemini,1450347,facebook,SG,0.9635368019979756
gemini,1419920,facebook,SG,0.9821190482765391
gemini,1424558,facebook,SG,0.9801387161846743
gemini,1446541,facebook,SG,0.9805793337246613
gemini,1403486,facebook,SG,0.9732448841989981
gemini,1432961,facebook,SG,0.9505527225277776
gemini,1397002,facebook,SG,0.9842620558846207
gemini,1442736,facebook,SG,0.9457074939987407
gemini,1440267,facebook,SG,0.9724557760862084
gemini,1419435,facebook,SG,0.9540703989367267
gemini,1392133,facebook,SG,0.9725174529479843
gemini,1451340,facebook,SG,0.9814806564615999
gemini,1446565,facebook,SG,0.9646135077909609
gemini,1428383,facebook,SG,0.9804406242003139
gemini,1416002,facebook,SG,0.9845522294529605
gemini,1393848,facebook,SG,0.9814595669165794
gemini,1405998,facebook,SG,0.9697193554907781
gemini,1447912,facebook,SG,0.9772843039684969
gemini,1435192,facebook,SG,0.9495230941934291
gemini,1402558,facebook,SG,0.9712176516359345
gemini,1445470,facebook,SG,0.9830296933815251
gemini,1426332,facebook,SG,0.9840924870967664
gemini,1427860,facebook,SG,0.9782244430930962
gemini,1424391,facebook,SG,0.9421116331067356
gemini,1436422,facebook,SG,0.9833052553806535
gemini,1441850,facebook,SG,0.978063238129725
gemini,1435602,facebook,SG,0.9818477887231712
gemini,1435873,facebook,SG,0.9379674492872234
gemini,1399322,facebook,SG,0.9801442731085817
gemini,1411600,facebook,SG,0.9811709066827052
gemini,1392848,facebook,SG,0.9647259650668749
gemini,1421850,facebook,SG,0.9731284670513766
gemini,1435326,facebook,SG,0.9786756040193982
gemini,1419395,facebook,SG,0.9681907558045049
gemini,1441157,facebook,SG,0.9757001106622504
gemini,1450547,facebook,SG,0.9840211447121378
gemini,1437322,facebook,SG,0.9821640501162044
gemini,1428658,facebook,SG,0.9370483732893636
gemini,1309081,facebook,SG,0.9184738207589915
gemini,1407065,facebook,SG,0.9823215548092652
gemini,1455233,facebook,SG,0.9621587255937225
gemini,1451064,facebook,SG,0.9803183872112933
gemini,1441691,facebook,SG,0.9810369012162073
gemini,1412475,facebook,SG,0.9645789881932049
gemini,1445305,facebook,SG,0.95972933005624
gemini,1394623,facebook,SG,0.8802106407885459
gemini,1429131,facebook,SG,0.9709275256965657
gemini,1445140,facebook,SG,0.9707598839724615
gemini,1440012,facebook,SG,0.9434390356531579
gemini,1419532,facebook,SG,0.9733867834064326
gemini,1431196,facebook,SG,0.9696818846025788
gemini,1420068,facebook,SG,0.9813713399030346
gemini,1435896,facebook,SG,0.9737497797788077
gemini,1411901,facebook,SG,0.9800679435680311
gemini,1414462,facebook,SG,0.9928683669521573
gemini,1419941,facebook,SG,0.9382731846079206
gemini,1426839,facebook,SG,0.9502657223548633
gemini,1404663,facebook,SG,0.858495485563897
gemini,1403974,facebook,SG,0.9809685634657679
gemini,1419380,facebook,SG,0.9935962693034438
gemini,1398812,facebook,SG,0.9768619928437104
gemini,1434736,facebook,SG,0.9710950799087543
gemini,1454009,facebook,SG,0.8921438961127154
gemini,1458457,facebook,SG,0.9183988843094103
gemini,1423709,facebook,SG,0.955782661083216
gemini,1438313,facebook,SG,0.926144110249773
gemini,1448333,facebook,SG,0.9570717187834807
gemini,1439522,facebook,SG,0.9838339200418829
gemini,1426676,facebook,SG,0.979417526059304
gemini,1452040,facebook,SG,0.976921716817875
gemini,1403676,facebook,SG,0.968675502374493
gemini,1427237,facebook,SG,0.9478174765662153
gemini,1389551,facebook,SG,0.9867533870115512
gemini,1438245,facebook,SG,0.9750839632424806
gemini,1449489,facebook,SG,0.9756170224351156
gemini,1448525,facebook,SG,0.9888382122886513
gemini,1402412,facebook,SG,0.9687655784176044
gemini,1450372,facebook,SG,0.9556146613002858
gemini,1453480,facebook,SG,0.9826673844132986
gemini,1401975,facebook,SG,0.9617259621160226
gemini,1449564,facebook,SG,0.9710538459333837
gemini,1411849,facebook,SG,0.9840391926217372
gemini,1450686,facebook,SG,0.9766656702471395
gemini,1438781,facebook,SG,0.941866715211764
gemini,1403847,facebook,SG,0.9210274569924939
gemini,1440952,facebook,SG,0.9826360282935246
gemini,1392841,facebook,SG,0.9421890273012223
gemini,1436311,facebook,SG,0.9248340943095085
gemini,1437847,facebook,SG,0.9771494540555689
gemini,1454169,facebook,SG,0.9819683615761047
gemini,1437562,facebook,SG,0.9646548225852827
gemini,1430918,facebook,SG,0.9798995735921205
gemini,1400261,facebook,SG,0.9191906958141953
gemini,1457982,facebook,SG,0.8977311841127954
gemini,922286,facebook,SG,0.9776791610828142
gemini,1417706,facebook,SG,0.9621748070564786
gemini,1430207,facebook,SG,0.9941508383233134
gemini,1440434,facebook,SG,0.9804927746444538
gemini,1452629,facebook,SG,0.9747210850044198
gemini,1435877,facebook,SG,0.9789692323943493
gemini,1435831,facebook,SG,0.9388970759722122
gemini,1384410,facebook,SG,0.8046678016150501
gemini,1445034,facebook,SG,0.9832048221071366
gemini,1423991,facebook,SG,0.886723905063739
gemini,1449455,facebook,SG,0.9585626674803341
gemini,1451265,facebook,SG,0.9798153459651043
gemini,1439194,facebook,SG,0.9595334370042723
gemini,1403934,facebook,SG,0.9747090589321794
gemini,1439763,facebook,SG,0.9807227483661087
gemini,1452043,facebook,SG,0.9819661697452438
gemini,1419882,facebook,SG,0.9328024105834731
gemini,1406918,facebook,SG,0.9872777459519408
gemini,1428941,facebook,SG,0.9655171951483615
gemini,1256008,facebook,SG,0.9120567955123113
gemini,1397929,facebook,SG,0.95345357561451
gemini,1398536,facebook,SG,0.9796107147778281
gemini,1428266,facebook,SG,0.9492784719060768
gemini,1420736,facebook,SG,0.889796863531212
gemini,1436413,facebook,SG,0.9810514537457802
gemini,1424675,facebook,SG,0.9498901082409336
gemini,1430291,facebook,SG,0.8991506469300911
gemini,1428545,facebook,SG,0.9748151077699184
gemini,1448659,facebook,SG,0.9544149553388397
gemini,1456630,facebook,SG,0.9766000117439854
gemini,1443855,facebook,SG,0.9757923447248358
gemini,1420994,facebook,SG,0.9635303547758522
gemini,1448841,facebook,SG,0.9792479255548746
gemini,1441352,facebook,SG,0.9858081982288746
gemini,1454579,facebook,SG,0.9835953800126879
gemini,1401953,facebook,SG,0.9729606910650413
gemini,1443007,facebook,SG,0.9788438334626662
gemini,1439028,facebook,SG,0.9672855714284938
gemini,1455137,facebook,SG,0.8593916302635976
gemini,1397813,facebook,SG,0.987344404392287
gemini,1442389,facebook,SG,0.9832089093341463
gemini,1421332,facebook,SG,0.9600693461843316
gemini,1447222,facebook,SG,0.9830639265334471
gemini,1424417,facebook,SG,0.9665030394953698
gemini,1450248,facebook,SG,0.9800991943181021
gemini,1454050,facebook,SG,0.991676090866909
gemini,1446410,facebook,SG,0.947768645393375
gemini,1448363,facebook,SG,0.9749311508933913
gemini,1430696,facebook,SG,0.9825189536722531
gemini,1430942,facebook,SG,0.9672597783298404
gemini,1435512,facebook,SG,0.9167838825641397
gemini,1442424,facebook,SG,0.9568718182613265
gemini,1395983,facebook,SG,0.9399398425576784
gemini,1439089,facebook,SG,0.9780362645195246
gemini,1402099,facebook,SG,0.98561810512968
gemini,1428241,facebook,SG,0.9821561803305884
gemini,1444017,facebook,SG,0.9627141624559286
gemini,1428886,facebook,SG,0.979864430276792
gemini,1436563,facebook,SG,0.967095137701941
gemini,1445655,facebook,SG,0.9878439654995729
gemini,1426267,facebook,SG,0.98857028790941
gemini,1451266,facebook,SG,0.954942773222925
gemini,1439423,facebook,SG,0.9915244969902348
gemini,1442155,facebook,SG,0.96091959969081
gemini,1418885,facebook,SG,0.9448992347253958
gemini,1398537,facebook,SG,0.9741530239617964
gemini,1417351,facebook,SG,0.979863977963442
gemini,1414139,facebook,SG,0.971258078500779
gemini,1429772,facebook,SG,0.9641598583794933
gemini,1451180,facebook,SG,0.9785401177663291
gemini,1447650,facebook,SG,0.979764623254163
gemini,1434416,facebook,SG,0.9778842807615946
gemini,1444872,facebook,SG,0.9458996258749401
gemini,1455527,facebook,SG,0.98450224988227
gemini,1395234,facebook,SG,0.9485522646063489
gemini,1418436,facebook,SG,0.9853384692060317
gemini,1425450,facebook,SG,0.9733256183546127
gemini,1435704,facebook,SG,0.9791856963856567
gemini,1424874,facebook,SG,0.9691714273896267
gemini,1427278,facebook,SG,0.9195393835537559
gemini,1454536,facebook,SG,0.9707803659085652
gemini,1428746,facebook,SG,0.9666194181508151
gemini,1399446,facebook,SG,0.9797927902742591
gemini,1441229,facebook,SG,0.9349831853593458
gemini,1432768,facebook,SG,0.9780636231533106
gemini,1440384,facebook,SG,0.8557394580969345
gemini,1444481,facebook,SG,0.9727779552595598
gemini,1413867,facebook,SG,0.9817380313734292
gemini,1414148,facebook,SG,0.9392518342505333
gemini,1456210,facebook,SG,0.9848020293282798
gemini,1442225,facebook,SG,0.9774034889878613
gemini,1443067,facebook,SG,0.9278762761566188
gemini,1421072,facebook,SG,0.9787398862712425
gemini,1443573,facebook,SG,0.961002768857447
gemini,1458163,facebook,SG,0.9610784824809583
gemini,1440715,facebook,SG,0.9594471791698203
gemini,1414714,facebook,SG,0.9821954037530253
gemini,1423150,facebook,SG,0.9341159362163571
gemini,1392124,facebook,SG,0.9840377730357708
gemini,1430227,facebook,SG,0.9659760776516053
gemini,1449456,facebook,SG,0.9860241476712215
gemini,1429992,facebook,SG,0.8400684798056055
gemini,1428478,facebook,SG,0.9770355638256161
gemini,1435306,facebook,SG,0.977073529460851
gemini,1418467,facebook,SG,0.9605265098993478
gemini,1402303,facebook,SG,0.9896538164499522
gemini,1434496,facebook,SG,0.9060506418579606
gemini,1448939,facebook,SG,0.9582790717904579
gemini,1454676,facebook,SG,0.9863579562138
gemini,1442353,facebook,SG,0.9711528413097573
gemini,1444711,facebook,SG,0.9663746182012904
gemini,1424829,facebook,SG,0.9839076776011155
gemini,1404560,facebook,SG,0.969704383896065
gemini,1438539,facebook,SG,0.9934751822479724
gemini,1452104,facebook,SG,0.8925137252183077
gemini,1392390,facebook,SG,0.9387208140018162
gemini,1417742,facebook,SG,0.9869907958867439
gemini,1442379,facebook,SG,0.962783871234347
gemini,1451830,facebook,SG,0.974445446139044
gemini,1457054,facebook,SG,0.9841249034983286
gemini,1414631,facebook,SG,0.9797010082533617
gemini,1400997,facebook,SG,0.9795555270098989
gemini,1405927,facebook,SG,0.9579524589156848
gemini,1457049,facebook,SG,0.9802363294921679
gemini,1450531,facebook,SG,0.9942410175066969
gemini,1406087,facebook,SG,0.9484567119715658
gemini,1455841,facebook,SG,0.9646217071057287
gemini,1449822,facebook,SG,0.9897434776910787
gemini,1427343,facebook,SG,0.9286851179709871
gemini,1455395,facebook,SG,0.9774560182241555
gemini,1410988,facebook,SG,0.9157451079107237
gemini,1435472,facebook,SG,0.9784098437834903
gemini,1423499,facebook,SG,0.9628739356966143
gemini,1453268,facebook,SG,0.9836586936074984
gemini,1445828,facebook,SG,0.9714131380413767
gemini,1418779,facebook,SG,0.9403118831543935
gemini,1446137,facebook,SG,0.977425111528126
gemini,1420948,facebook,SG,0.8595618428621254
gemini,1434044,facebook,SG,0.9778929707856153
gemini,1458407,facebook,SG,0.978121641440222
gemini,1452111,facebook,SG,0.9646052929672351
gemini,1426621,facebook,SG,0.9900562326702453
gemini,1452855,facebook,SG,0.9808856411881632
gemini,1399223,facebook,SG,0.9107056653778924
gemini,1444348,facebook,SG,0.979965773191648
gemini,1446034,facebook,SG,0.9152121899536996
gemini,1451862,facebook,SG,0.9759560976263526
gemini,1448877,facebook,SG,0.9636136563485045
gemini,1423747,facebook,SG,0.9719666246134504
gemini,1448759,facebook,SG,0.922366002133099
gemini,1435079,facebook,SG,0.9771200870864369
gemini,1457548,facebook,SG,0.9565145930880921
gemini,1453625,facebook,SG,0.9801305712600643
gemini,1407174,facebook,SG,0.9311020055361857
gemini,1429335,facebook,SG,0.9631822900751184
gemini,1439424,facebook,SG,0.9733132995512319
gemini,1440563,facebook,SG,0.8431009797884064
gemini,1452318,facebook,SG,0.9523482690504157
gemini,1446681,facebook,SG,0.9891643023838066
gemini,1412247,facebook,SG,0.985369028712463
gemini,1440367,facebook,SG,0.9513757598113278
gemini,1446052,facebook,SG,0.9571760884422804
gemini,1400821,facebook,SG,0.966967994795475
gemini,1440860,facebook,SG,0.974847354380757
gemini,1432121,facebook,SG,0.9559937155057657
gemini,1422350,facebook,SG,0.9868075553891347
gemini,1402863,facebook,SG,0.9801588800068025
gemini,1416666,facebook,SG,0.9799718196540089
gemini,1442801,facebook,SG,0.9478877935561472
gemini,1449007,facebook,SG,0.9888721228853619
gemini,1442764,facebook,SG,0.9788151709821618
gemini,1436238,facebook,SG,0.9782589716906251
gemini,1445534,facebook,SG,0.955564617142327
gemini,1450894,facebook,SG,0.9787904449816527
gemini,1451298,facebook,SG,0.9575903152609937
gemini,1394526,facebook,SG,0.9887144705587131
gemini,1446540,facebook,SG,0.9716867128719083
gemini,1416446,facebook,SG,0.9457960906532802
gemini,1434575,facebook,SG,0.9863101919062592
gemini,1395840,facebook,SG,0.9842539787416473
gemini,1428387,facebook,SG,0.9659314137438981
gemini,1438272,facebook,SG,0.9918533985763262
gemini,1444946,facebook,SG,0.9324359275897479
gemini,1432201,facebook,SG,0.9660966309461512
gemini,1440310,facebook,SG,0.9686181543103888
gemini,1390834,facebook,SG,0.9813011882145184
gemini,1391089,facebook,SG,0.9797414166652001
gemini,1417169,facebook,SG,0.971675477886149
gemini,1447401,facebook,SG,0.9896029031505021
gemini,1443817,facebook,SG,0.9414896837192613
gemini,1457908,facebook,SG,0.9716392646807296
gemini,1402413,facebook,SG,0.9467401391002809
gemini,1440437,facebook,SG,0.9574801387299329
gemini,1427897,facebook,SG,0.9915103137125334
gemini,1435117,facebook,SG,0.9469310135208733
gemini,1397061,facebook,SG,0.9546101900293895
gemini,1400304,facebook,SG,0.9614003554461769
gemini,1392882,facebook,SG,0.9527899506226253
gemini,1447041,facebook,SG,0.9834907015661046
gemini,1433529,facebook,SG,0.980672140313875
gemini,1435387,facebook,SG,0.9803210315731745
gemini,1440884,facebook,SG,0.9578511179837762
gemini,1451934,facebook,SG,0.9752372905728388
gemini,1429680,facebook,SG,0.9768348920929717
gemini,1422505,facebook,SG,0.9695290661191185
gemini,1393947,facebook,SG,0.991185734864689
gemini,1452020,facebook,SG,0.9663602296837437
gemini,1437274,facebook,SG,0.9760373032174475
gemini,1442691,facebook,SG,0.9222637956158074
gemini,1396156,facebook,SG,0.9812517200257236
gemini,1451173,facebook,SG,0.9759310925449126
gemini,1439273,facebook,SG,0.9493720181355607
gemini,1430267,facebook,SG,0.9380346394189287
gemini,1394990,facebook,SG,0.9867483705387439
gemini,1396915,facebook,SG,0.9558107081075038
gemini,1395438,facebook,SG,0.9816017625947167
gemini,1454363,facebook,SG,0.9698911684003501
gemini,1405091,facebook,SG,0.9850745306635097
gemini,1455147,facebook,SG,0.9580616096316938
gemini,1430012,facebook,SG,0.9750254672074516
gemini,1442308,facebook,SG,0.937597840103458
gemini,1457888,facebook,SG,0.9826367722794644
gemini,1422215,facebook,SG,0.9604910142089461
gemini,1431974,facebook,SG,0.973509066597171
gemini,1446247,facebook,SG,0.9825198397877692
gemini,1404024,facebook,SG,0.9438807684287627
gemini,1454674,facebook,SG,0.9593514398838942
gemini,1426731,facebook,SG,0.938850919443448
gemini,1418043,facebook,SG,0.9820130397785392
gemini,1434632,facebook,SG,0.9517545672040335
gemini,1435039,facebook,SG,0.961562554552698
gemini,1446629,facebook,SG,0.9820782405464528
gemini,1433866,facebook,SG,0.9764007183177109
gemini,1439315,facebook,SG,0.9632466409980481
gemini,1439523,facebook,SG,0.9727370214512876
gemini,1455568,facebook,SG,0.9766085249038343
gemini,1424063,facebook,SG,0.963368494563366
gemini,1424450,facebook,SG,0.986578827149116
gemini,1439554,facebook,SG,0.9540483564845064
gemini,1456842,facebook,SG,0.9659484207242508
gemini,1287870,facebook,SG,0.9199032873029064
gemini,1448283,facebook,SG,0.968610502855934
gemini,1446581,facebook,SG,0.9826484428393758
gemini,1434637,facebook,SG,0.9421211409006215
gemini,1447095,facebook,SG,0.9838556475784527
gemini,1429873,facebook,SG,0.9830158726025094
gemini,1448393,facebook,SG,0.9871514705171587
gemini,1454243,facebook,SG,0.9204783190972671
gemini,1441375,facebook,SG,0.978467628897916
gemini,1421253,facebook,SG,0.9525525834062086
gemini,1394751,facebook,SG,0.9667804143423052
gemini,1451177,facebook,SG,0.9566539460546386
gemini,1448087,facebook,SG,0.9766154066885804
gemini,1451625,facebook,SG,0.9849597475143822
gemini,1429222,facebook,SG,0.986690119556288
gemini,1438918,facebook,SG,0.937741630021234
gemini,1449750,facebook,SG,0.9256083867685195
gemini,1411458,facebook,SG,0.9690781641540178
gemini,1406146,facebook,SG,0.9819461405768233
gemini,1419744,facebook,SG,0.9786554060187045
gemini,1426546,facebook,SG,0.9794190490891667
gemini,1423277,facebook,SG,0.9734061301410457
gemini,1454576,facebook,SG,0.9633330275524334
gemini,1398692,facebook,SG,0.9897851650614345
gemini,1444621,facebook,SG,0.977654950283869
gemini,1455408,facebook,SG,0.9669108867857875
gemini,1432851,facebook,SG,0.9717976776582034
gemini,1441613,facebook,SG,0.9818847464254485
gemini,1340183,facebook,SG,0.9652197333111049
gemini,1396165,facebook,SG,0.9758606296134642
gemini,1402388,facebook,SG,0.9839780794404814
gemini,1421929,facebook,SG,0.9279641434447814
gemini,1423107,facebook,SG,0.9782418050058086
gemini,1429349,facebook,SG,0.974688344875381
gemini,1425189,facebook,SG,0.8840834893399534
gemini,1416540,facebook,SG,0.9075592214556567
gemini,1411688,facebook,SG,0.9769728857382262
gemini,1422735,facebook,SG,0.9576322680778611
gemini,1441682,facebook,SG,0.9707636085746403
gemini,1446692,facebook,SG,0.9480843314847088
gemini,1416543,facebook,SG,0.9711566310439548
gemini,1430017,facebook,SG,0.9524086347708853
gemini,1436839,facebook,SG,0.9792562715694039
gemini,1435844,facebook,SG,0.759816592142495
gemini,1402132,facebook,SG,0.9343409090839754
gemini,1203517,facebook,SG,0.9382278962229769
gemini,1417452,facebook,SG,0.9682645987806133
gemini,1442301,facebook,SG,0.9820595427958256
gemini,1434709,facebook,SG,0.9610017838217602
gemini,1447762,facebook,SG,0.9653392685821969
gemini,1452701,facebook,SG,0.9682515398045533
gemini,1447245,facebook,SG,0.9590791708220684
gemini,1431943,facebook,SG,0.9903151850220685
gemini,1432819,facebook,SG,0.9860409914671446
gemini,1444071,facebook,SG,0.9792572417306642
gemini,1377529,facebook,SG,0.9787095529244987
gemini,1455603,facebook,SG,0.949684657816692
gemini,1434899,facebook,SG,0.9779723065114343
gemini,1412072,facebook,SG,0.9917686330264712
gemini,1439217,facebook,SG,0.9825015779089362
gemini,1411928,facebook,SG,0.9807806332809142
gemini,1454495,facebook,SG,0.9261285856041325
gemini,1393281,facebook,SG,0.8645445033661301
gemini,1452547,facebook,SG,0.9555433748420661
gemini,1454611,facebook,SG,0.9956882585385586
gemini,1439039,facebook,SG,0.9777003149752956
gemini,1456497,facebook,SG,0.9508829924845583
gemini,1442975,facebook,SG,0.9741413629733577
gemini,1436295,facebook,SG,0.9672087180021549
gemini,1448696,facebook,SG,0.9688121226926435
gemini,1435317,facebook,SG,0.9492688652224542
gemini,1423389,facebook,SG,0.9730532989113791
gemini,1427713,facebook,SG,0.9715682099165293
gemini,1450193,facebook,SG,0.980945029419555
gemini,1423930,facebook,SG,0.9663411690988184
gemini,1427966,facebook,SG,0.960528979083473
gemini,1402661,facebook,SG,0.9480180071103517
gemini,1415553,facebook,SG,0.9824607770496416
gemini,1427054,facebook,SG,0.9340231782321039
gemini,1431691,facebook,SG,0.9685107592131257
gemini,1454910,facebook,SG,0.91905624873076
gemini,1400994,facebook,SG,0.9896418810985825
gemini,1403714,facebook,SG,0.9805488267443387
gemini,1433550,facebook,SG,0.9613769478011291
gemini,1423685,facebook,SG,0.9600443284060822
gemini,1443695,facebook,SG,0.9781202739812727
gemini,1400305,facebook,SG,0.9467860530666221
gemini,1444584,facebook,SG,0.979222547114914
gemini,1447215,facebook,SG,0.983042391061701
gemini,1425972,facebook,SG,0.9770078861738363
gemini,1088873,facebook,SG,0.9399136302580846
gemini,1397759,facebook,SG,0.980172773834624
gemini,1425950,facebook,SG,0.9655546082198643
gemini,1417863,facebook,SG,0.9670108442308218
gemini,1399795,facebook,SG,0.9947876489971565
gemini,1458196,facebook,SG,0.9882750999341611
